geoid,geographic_area_name,estimated_population,Margin of Error!!Total
250277271003,"Block Group 3, Census Tract 7271, Worcester County, Massachusetts",1544,290
250277281001,"Block Group 1, Census Tract 7281, Worcester County, Massachusetts",1982,242
250277281002,"Block Group 2, Census Tract 7281, Worcester County, Massachusetts",1574,233
250277281003,"Block Group 3, Census Tract 7281, Worcester County, Massachusetts",1582,337
250277282001,"Block Group 1, Census Tract 7282, Worcester County, Massachusetts",1017,239
250277282002,"Block Group 2, Census Tract 7282, Worcester County, Massachusetts",694,195
250277282003,"Block Group 3, Census Tract 7282, Worcester County, Massachusetts",1011,236
250277282004,"Block Group 4, Census Tract 7282, Worcester County, Massachusetts",1456,295
250277283001,"Block Group 1, Census Tract 7283, Worcester County, Massachusetts",1513,195
250277283002,"Block Group 2, Census Tract 7283, Worcester County, Massachusetts",2110,247
250277283003,"Block Group 3, Census Tract 7283, Worcester County, Massachusetts",1019,187
250277284001,"Block Group 1, Census Tract 7284, Worcester County, Massachusetts",2362,253
250277284002,"Block Group 2, Census Tract 7284, Worcester County, Massachusetts",898,199
250277284003,"Block Group 3, Census Tract 7284, Worcester County, Massachusetts",1833,266
250277291001,"Block Group 1, Census Tract 7291, Worcester County, Massachusetts",3521,645
250277291002,"Block Group 2, Census Tract 7291, Worcester County, Massachusetts",892,227
250277291003,"Block Group 3, Census Tract 7291, Worcester County, Massachusetts",1233,238
250277292001,"Block Group 1, Census Tract 7292, Worcester County, Massachusetts",795,190
250277292002,"Block Group 2, Census Tract 7292, Worcester County, Massachusetts",1135,195
250277292003,"Block Group 3, Census Tract 7292, Worcester County, Massachusetts",390,122
250277301001,"Block Group 1, Census Tract 7301, Worcester County, Massachusetts",637,236
250277301002,"Block Group 2, Census Tract 7301, Worcester County, Massachusetts",791,274
250277301003,"Block Group 3, Census Tract 7301, Worcester County, Massachusetts",1186,605
250277301004,"Block Group 4, Census Tract 7301, Worcester County, Massachusetts",1168,225
250277301005,"Block Group 5, Census Tract 7301, Worcester County, Massachusetts",2413,464
250277302001,"Block Group 1, Census Tract 7302, Worcester County, Massachusetts",1347,589
250277302002,"Block Group 2, Census Tract 7302, Worcester County, Massachusetts",1191,273
250277302003,"Block Group 3, Census Tract 7302, Worcester County, Massachusetts",606,262
250277302004,"Block Group 4, Census Tract 7302, Worcester County, Massachusetts",442,156
250277302005,"Block Group 5, Census Tract 7302, Worcester County, Massachusetts",791,266
250277302006,"Block Group 6, Census Tract 7302, Worcester County, Massachusetts",1462,369
250277303001,"Block Group 1, Census Tract 7303, Worcester County, Massachusetts",625,218
250277303002,"Block Group 2, Census Tract 7303, Worcester County, Massachusetts",1541,405
250277303003,"Block Group 3, Census Tract 7303, Worcester County, Massachusetts",1330,294
250277303004,"Block Group 4, Census Tract 7303, Worcester County, Massachusetts",681,221
250277303005,"Block Group 5, Census Tract 7303, Worcester County, Massachusetts",699,222
250277304011,"Block Group 1, Census Tract 7304.01, Worcester County, Massachusetts",874,311
250277304012,"Block Group 2, Census Tract 7304.01, Worcester County, Massachusetts",1063,294
250277304013,"Block Group 3, Census Tract 7304.01, Worcester County, Massachusetts",2082,399
250277304014,"Block Group 4, Census Tract 7304.01, Worcester County, Massachusetts",1182,318
250277304021,"Block Group 1, Census Tract 7304.02, Worcester County, Massachusetts",1268,292
250277304022,"Block Group 2, Census Tract 7304.02, Worcester County, Massachusetts",935,254
250277305001,"Block Group 1, Census Tract 7305, Worcester County, Massachusetts",587,293
250277305002,"Block Group 2, Census Tract 7305, Worcester County, Massachusetts",1161,344
250277305003,"Block Group 3, Census Tract 7305, Worcester County, Massachusetts",1696,298
250277306001,"Block Group 1, Census Tract 7306, Worcester County, Massachusetts",3206,403
250277306002,"Block Group 2, Census Tract 7306, Worcester County, Massachusetts",522,163
250277306003,"Block Group 3, Census Tract 7306, Worcester County, Massachusetts",950,342
250277306004,"Block Group 4, Census Tract 7306, Worcester County, Massachusetts",2857,401
250277306005,"Block Group 5, Census Tract 7306, Worcester County, Massachusetts",1538,268
250277307001,"Block Group 1, Census Tract 7307, Worcester County, Massachusetts",1365,357
250277307002,"Block Group 2, Census Tract 7307, Worcester County, Massachusetts",473,170
250277307003,"Block Group 3, Census Tract 7307, Worcester County, Massachusetts",768,317
250277307004,"Block Group 4, Census Tract 7307, Worcester County, Massachusetts",1018,361
250277307005,"Block Group 5, Census Tract 7307, Worcester County, Massachusetts",744,314
250277307006,"Block Group 6, Census Tract 7307, Worcester County, Massachusetts",2213,419
250277308011,"Block Group 1, Census Tract 7308.01, Worcester County, Massachusetts",967,161
250277308012,"Block Group 2, Census Tract 7308.01, Worcester County, Massachusetts",1867,264
250277308013,"Block Group 3, Census Tract 7308.01, Worcester County, Massachusetts",789,232
250277308021,"Block Group 1, Census Tract 7308.02, Worcester County, Massachusetts",658,151
250277308022,"Block Group 2, Census Tract 7308.02, Worcester County, Massachusetts",1358,235
250277309011,"Block Group 1, Census Tract 7309.01, Worcester County, Massachusetts",591,138
250277309012,"Block Group 2, Census Tract 7309.01, Worcester County, Massachusetts",1250,279
250277309013,"Block Group 3, Census Tract 7309.01, Worcester County, Massachusetts",1329,198
250277309021,"Block Group 1, Census Tract 7309.02, Worcester County, Massachusetts",2346,363
250277309022,"Block Group 2, Census Tract 7309.02, Worcester County, Massachusetts",781,202
250277309023,"Block Group 3, Census Tract 7309.02, Worcester County, Massachusetts",871,182
250277310011,"Block Group 1, Census Tract 7310.01, Worcester County, Massachusetts",2203,173
250277310021,"Block Group 1, Census Tract 7310.02, Worcester County, Massachusetts",1005,446
250277310022,"Block Group 2, Census Tract 7310.02, Worcester County, Massachusetts",2382,424
250277310023,"Block Group 3, Census Tract 7310.02, Worcester County, Massachusetts",2111,532
250277310024,"Block Group 4, Census Tract 7310.02, Worcester County, Massachusetts",640,376
250277311011,"Block Group 1, Census Tract 7311.01, Worcester County, Massachusetts",731,470
250277311012,"Block Group 2, Census Tract 7311.01, Worcester County, Massachusetts",738,282
250277311013,"Block Group 3, Census Tract 7311.01, Worcester County, Massachusetts",1016,218
250277311014,"Block Group 4, Census Tract 7311.01, Worcester County, Massachusetts",1568,479
250277311021,"Block Group 1, Census Tract 7311.02, Worcester County, Massachusetts",666,209
250277311022,"Block Group 2, Census Tract 7311.02, Worcester County, Massachusetts",794,212
250277311023,"Block Group 3, Census Tract 7311.02, Worcester County, Massachusetts",773,289
250277312021,"Block Group 1, Census Tract 7312.02, Worcester County, Massachusetts",1525,253
250277312031,"Block Group 1, Census Tract 7312.03, Worcester County, Massachusetts",1421,408
250277312032,"Block Group 2, Census Tract 7312.03, Worcester County, Massachusetts",1342,604
250277312033,"Block Group 3, Census Tract 7312.03, Worcester County, Massachusetts",1698,434
250277312034,"Block Group 4, Census Tract 7312.03, Worcester County, Massachusetts",796,240
250277312041,"Block Group 1, Census Tract 7312.04, Worcester County, Massachusetts",1660,285
250277312042,"Block Group 2, Census Tract 7312.04, Worcester County, Massachusetts",651,185
250277313001,"Block Group 1, Census Tract 7313, Worcester County, Massachusetts",1284,353
250277313002,"Block Group 2, Census Tract 7313, Worcester County, Massachusetts",1427,325
250277313003,"Block Group 3, Census Tract 7313, Worcester County, Massachusetts",1182,285
250277314001,"Block Group 1, Census Tract 7314, Worcester County, Massachusetts",778,236
250277314002,"Block Group 2, Census Tract 7314, Worcester County, Massachusetts",711,312
250277314003,"Block Group 3, Census Tract 7314, Worcester County, Massachusetts",839,275
250277314004,"Block Group 4, Census Tract 7314, Worcester County, Massachusetts",1085,307
250277314005,"Block Group 5, Census Tract 7314, Worcester County, Massachusetts",619,282
250277315001,"Block Group 1, Census Tract 7315, Worcester County, Massachusetts",736,375
250277315002,"Block Group 2, Census Tract 7315, Worcester County, Massachusetts",472,143
250277315003,"Block Group 3, Census Tract 7315, Worcester County, Massachusetts",870,342
250277315004,"Block Group 4, Census Tract 7315, Worcester County, Massachusetts",298,224
250277315005,"Block Group 5, Census Tract 7315, Worcester County, Massachusetts",2036,610
250277316001,"Block Group 1, Census Tract 7316, Worcester County, Massachusetts",1639,319
250277316002,"Block Group 2, Census Tract 7316, Worcester County, Massachusetts",759,236
250277316003,"Block Group 3, Census Tract 7316, Worcester County, Massachusetts",1409,333
250277316004,"Block Group 4, Census Tract 7316, Worcester County, Massachusetts",1134,231
250277316005,"Block Group 5, Census Tract 7316, Worcester County, Massachusetts",857,261
250277316006,"Block Group 6, Census Tract 7316, Worcester County, Massachusetts",1519,283
250277317001,"Block Group 1, Census Tract 7317, Worcester County, Massachusetts",1414,249
250277317002,"Block Group 2, Census Tract 7317, Worcester County, Massachusetts",1673,297
250277318001,"Block Group 1, Census Tract 7318, Worcester County, Massachusetts",759,315
250277318002,"Block Group 2, Census Tract 7318, Worcester County, Massachusetts",1506,558
250277318003,"Block Group 3, Census Tract 7318, Worcester County, Massachusetts",1810,482
250277318004,"Block Group 4, Census Tract 7318, Worcester County, Massachusetts",1040,623
250277318005,"Block Group 5, Census Tract 7318, Worcester County, Massachusetts",493,327
250277318006,"Block Group 6, Census Tract 7318, Worcester County, Massachusetts",1714,484
250277319001,"Block Group 1, Census Tract 7319, Worcester County, Massachusetts",1121,397
250277319002,"Block Group 2, Census Tract 7319, Worcester County, Massachusetts",1315,487
250277319003,"Block Group 3, Census Tract 7319, Worcester County, Massachusetts",496,230
250277319004,"Block Group 4, Census Tract 7319, Worcester County, Massachusetts",2022,397
250277320011,"Block Group 1, Census Tract 7320.01, Worcester County, Massachusetts",3884,289
250277320021,"Block Group 1, Census Tract 7320.02, Worcester County, Massachusetts",1465,403
250277320022,"Block Group 2, Census Tract 7320.02, Worcester County, Massachusetts",2636,438
250277320023,"Block Group 3, Census Tract 7320.02, Worcester County, Massachusetts",421,242
250277322011,"Block Group 1, Census Tract 7322.01, Worcester County, Massachusetts",857,232
250277322012,"Block Group 2, Census Tract 7322.01, Worcester County, Massachusetts",1808,259
250277322021,"Block Group 1, Census Tract 7322.02, Worcester County, Massachusetts",1379,359
250277322022,"Block Group 2, Census Tract 7322.02, Worcester County, Massachusetts",1047,210
250277322023,"Block Group 3, Census Tract 7322.02, Worcester County, Massachusetts",1113,322
250277322031,"Block Group 1, Census Tract 7322.03, Worcester County, Massachusetts",1259,402
250277322032,"Block Group 2, Census Tract 7322.03, Worcester County, Massachusetts",1106,287
250277322033,"Block Group 3, Census Tract 7322.03, Worcester County, Massachusetts",1105,431
250277323011,"Block Group 1, Census Tract 7323.01, Worcester County, Massachusetts",2169,348
250277323012,"Block Group 2, Census Tract 7323.01, Worcester County, Massachusetts",1552,462
250277323013,"Block Group 3, Census Tract 7323.01, Worcester County, Massachusetts",941,443
250277323021,"Block Group 1, Census Tract 7323.02, Worcester County, Massachusetts",2721,474
250277323022,"Block Group 2, Census Tract 7323.02, Worcester County, Massachusetts",1598,415
250277324001,"Block Group 1, Census Tract 7324, Worcester County, Massachusetts",1198,448
250277324002,"Block Group 2, Census Tract 7324, Worcester County, Massachusetts",2000,731
250277324003,"Block Group 3, Census Tract 7324, Worcester County, Massachusetts",910,557
250277324004,"Block Group 4, Census Tract 7324, Worcester County, Massachusetts",1155,483
250277324005,"Block Group 5, Census Tract 7324, Worcester County, Massachusetts",642,312
250277324006,"Block Group 6, Census Tract 7324, Worcester County, Massachusetts",1241,509
250277325001,"Block Group 1, Census Tract 7325, Worcester County, Massachusetts",762,191
250277325002,"Block Group 2, Census Tract 7325, Worcester County, Massachusetts",819,157
250277326001,"Block Group 1, Census Tract 7326, Worcester County, Massachusetts",1260,317
250277326002,"Block Group 2, Census Tract 7326, Worcester County, Massachusetts",732,267
250277326003,"Block Group 3, Census Tract 7326, Worcester County, Massachusetts",440,159
250277326004,"Block Group 4, Census Tract 7326, Worcester County, Massachusetts",596,173
250277326005,"Block Group 5, Census Tract 7326, Worcester County, Massachusetts",375,161
250277327001,"Block Group 1, Census Tract 7327, Worcester County, Massachusetts",1593,584
250277327002,"Block Group 2, Census Tract 7327, Worcester County, Massachusetts",731,241
250277327003,"Block Group 3, Census Tract 7327, Worcester County, Massachusetts",825,275
250277327004,"Block Group 4, Census Tract 7327, Worcester County, Massachusetts",820,306
250277328011,"Block Group 1, Census Tract 7328.01, Worcester County, Massachusetts",2000,387
250277328012,"Block Group 2, Census Tract 7328.01, Worcester County, Massachusetts",2950,554
250277328021,"Block Group 1, Census Tract 7328.02, Worcester County, Massachusetts",2434,396
250277328022,"Block Group 2, Census Tract 7328.02, Worcester County, Massachusetts",1015,319
250277328023,"Block Group 3, Census Tract 7328.02, Worcester County, Massachusetts",688,357
250277329011,"Block Group 1, Census Tract 7329.01, Worcester County, Massachusetts",1170,251
250277329012,"Block Group 2, Census Tract 7329.01, Worcester County, Massachusetts",2601,506
